Times,I Value,J Value
14:09:10,2464.000000,682.666626
14:09:10,2464.000000,682.666626
14:09:10,2464.065430,682.666626
14:09:10,2464.194580,682.664551
14:09:10,2464.386719,682.660461
14:09:10,2464.640381,682.657288
14:09:10,2464.954346,682.652466
14:09:10,2465.327881,682.644531
14:09:10,2465.759521,682.635559
14:09:10,2466.248291,682.625305
14:09:10,2466.793213,682.611938
14:09:10,2467.393066,682.597534
14:09:10,2468.046631,682.581848
14:09:10,2468.753174,682.562805
14:09:10,2469.511963,682.540649
14:09:10,2470.321777,682.515442
14:09:10,2471.181152,682.489136
14:09:10,2472.089844,682.459351
14:09:10,2473.046631,682.426147
14:09:10,2474.050537,682.389465
14:09:10,2475.100830,682.351440
14:09:10,2476.197998,682.308044
14:09:10,2477.341553,682.262939
14:09:10,2478.531982,682.212280
14:09:10,2479.768799,682.157715
14:09:10,2481.052246,682.099060
14:09:10,2482.381836,682.036194
14:09:10,2483.757812,681.968994
14:09:10,2485.180176,681.897278
14:09:10,2486.648682,681.819153
14:09:10,2488.163330,681.735779
14:09:10,2489.724121,681.647217
14:09:10,2491.331055,681.551697
14:09:10,2492.984375,681.454651
14:09:10,2494.683350,681.350281
14:09:10,2496.428223,681.237427
14:09:10,2498.218750,681.117432
14:09:10,2500.054932,680.989014
14:09:11,2501.936768,680.853271
14:09:11,2503.864258,680.708801
14:09:11,2505.837646,680.559509
14:09:11,2507.856934,680.405212
14:09:11,2509.921875,680.243774
14:09:11,2512.031738,680.071228
14:09:11,2514.186768,679.887085
14:09:11,2516.386719,679.692749
14:09:11,2518.632080,679.491638
14:09:11,2520.922852,679.282410
14:09:11,2523.258789,679.065369
14:09:11,2525.639893,678.838928
14:09:11,2528.065918,678.603638
14:09:11,2530.536865,678.358093
14:09:11,2533.052734,678.102905
14:09:11,2535.613281,677.836853
14:09:11,2538.218506,677.560547
14:09:11,2540.868408,677.272827
14:09:11,2543.562744,676.974304
14:09:11,2546.301270,676.663879
14:09:11,2549.084229,676.340820
14:09:11,2551.911377,676.005920
14:09:11,2554.782471,675.658142
14:09:11,2557.697754,675.298157
14:09:11,2560.656738,674.924927
14:09:11,2563.659668,674.539185
14:09:11,2566.706299,674.139832
14:09:11,2569.796631,673.726196
14:09:11,2572.931152,673.302002
14:09:11,2576.108887,672.863098
14:09:11,2579.330566,672.451416
14:09:11,2582.597412,672.041870
14:09:11,2585.909180,671.632935
14:09:11,2589.266113,671.226196
14:09:11,2592.667969,670.821167
14:09:11,2596.114746,670.419067
14:09:11,2599.606689,670.020630
14:09:11,2603.143799,669.627808
14:09:11,2606.725830,669.240845
14:09:11,2610.352783,668.857056
14:09:11,2614.024658,668.477112
14:09:11,2617.741455,668.103027
14:09:11,2621.503174,667.735229
14:09:11,2625.309570,667.374207
14:09:11,2629.160645,667.021729
14:09:11,2633.056396,666.677917
14:09:11,2636.996826,666.343018
14:09:11,2640.981689,666.017395
14:09:11,2645.010986,665.702515
14:09:11,2649.084473,665.398438
14:09:11,2653.202148,665.105286
14:09:11,2657.363770,664.818848
14:09:11,2661.569336,664.544373
