Times,Angle,Cur,Diff,Control
16:49:36,-29.015514,281.0,49.984497,1.5
16:49:36,-28.520897,279.0,52.479095,1.374342
16:49:36,-28.007021,277.0,54.992981,1.437672
16:49:36,-27.473673,276.0,56.526337,1.451492
16:49:36,-26.920719,274.0,59.079285,1.5
16:49:36,-26.348288,272.0,61.651703,1.5
16:49:36,-25.757713,270.0,64.242279,1.5
16:49:36,-25.14872,269.0,65.851288,1.5
16:49:38,48.309998,6.0,42.309998,0.469218
16:49:38,9.93691,6.0,3.93691,0.860904
16:49:38,10.00364,6.0,4.00364,0.101759
16:49:38,10.068581,6.0,4.068581,0.103338
16:49:38,10.132028,6.0,4.132028,0.104887
16:49:38,10.194262,6.0,4.194262,0.106412
16:49:38,10.255538,6.0,4.255538,0.10792
16:49:38,10.316103,6.0,4.316103,0.109417
16:49:38,10.376178,6.0,4.376178,0.110906
16:49:38,10.435984,6.0,4.435984,0.112395
16:49:38,10.495639,5.0,5.495639,0.163882
16:49:38,10.555356,5.0,5.555356,0.140377
16:49:38,10.615319,5.0,5.615319,0.141882
16:49:38,10.675711,5.0,5.675711,0.143403
16:49:38,10.736797,5.0,5.736797,0.144947
16:49:38,10.798762,5.0,5.798762,0.146518
16:49:38,10.861782,5.0,5.861782,0.14812
16:49:38,10.926028,5.0,5.926028,0.149757
16:49:38,10.991665,5.0,5.991665,0.151433
16:49:38,11.058866,5.0,6.058866,0.153152
16:49:38,11.127788,4.0,7.127788,0.204918
16:49:38,11.198598,4.0,7.198598,0.181735
16:49:38,11.271452,4.0,7.271452,0.183608
16:49:38,11.346624,4.0,7.346624,0.185545
16:49:38,11.424264,4.0,7.424264,0.187548
16:49:38,11.504532,4.0,7.504532,0.18962
16:49:38,11.587599,4.0,7.587599,0.191767
16:49:38,11.673644,4.0,7.673644,0.193992
16:49:38,11.762839,4.0,7.762839,0.196301
16:49:38,11.855374,3.0,8.855374,0.248698
16:49:38,11.951437,3.0,8.951437,0.226187
16:49:38,12.051228,3.0,9.051228,0.228775
16:49:38,12.154957,3.0,9.154957,0.231467
16:49:38,12.262842,3.0,9.262842,0.234268
16:49:38,12.37511,3.0,9.37511,0.237184
16:49:38,12.492,3.0,9.492,0.240222
16:49:38,12.61377,3.0,9.61377,0.243389
16:49:38,12.74068,3.0,9.74068,0.24669
16:49:38,12.873014,3.0,9.873014,0.250134
16:49:38,13.011069,2.0,11.011069,0.303728
16:49:38,13.155168,2.0,11.155168,0.282482
16:49:38,13.305643,2.0,11.305643,0.286403
16:49:38,13.462853,2.0,11.462853,0.290502
16:49:38,13.627184,2.0,11.627184,0.294788
16:49:38,13.799041,2.0,11.799041,0.299272
16:49:38,13.97886,2.0,11.97886,0.303967
16:49:38,14.166975,2.0,12.166975,0.308877
16:49:38,14.363899,2.0,12.363899,0.314021
16:49:38,14.570177,2.0,12.570177,0.319411
16:49:38,14.786389,2.0,12.786389,0.325065
