[SYS: 2024-11-23 14:22:40][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1928284352
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929021040
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1928831808
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1928837568
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409232
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409104
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1928657536
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409232
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1928657536
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409168
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409232
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409104
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929030064
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409168
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409232
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929030064
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409168
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409104
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929030064
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409168
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409232
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409104
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1928657536
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409168
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409104
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929228384
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409168
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=0
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1928406768
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929228384
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1928831808
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409104
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929228384
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929351552
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409104
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929013120
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929228384
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409104
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1928616544
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-914933296
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1929351552
[SYS: 2024-11-23 14:22:41][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1931409104
[SYS: 2024-11-23 14:22:42][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1928389440
[SYS: 2024-11-23 14:22:42][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=0
