[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1919925456
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1155675280
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1155675280
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1155675280
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1155675280
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1155675280
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885581392
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1919666864
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740432
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1905011968
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1919838464
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1905011968
[SYS: 2024-11-23 15:31:27][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1920153904
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740432
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740432
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1920528096
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1919677840
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1919028112
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1921264192
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1902005408
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904338784
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1918826704
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1919403392
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1919278480
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1919238640
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1905014496
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1920492752
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1905168896
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940088496
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940073888
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940073888
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940073888
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939470528
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939470528
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940418160
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1919073040
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940418160
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940177968
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940177968
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940059824
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940357216
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940357216
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940357216
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940413376
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940413376
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1941402464
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:28][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885254064
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940059904
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940059904
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1941402544
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1921343008
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1921301904
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939740368
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940357136
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1941402480
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885455968
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1920513200
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1903825040
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1920429744
[SYS: 2024-11-23 15:31:29][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1919944736
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1939691392
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1904273376
[SYS: 2024-11-23 15:31:30][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1940187200
