Assistance_Level,Bot,Avg_Completion_Time,Std_Completion_Time,Avg_Control_Value,Std_Control_Value
0.5,bot1,52.299354838709675,0.9070462519771566,0.46466673820371757,0.042406745921154426
0.5,bot2,52.329354838709676,0.870474719080996,0.25189042027694775,0.008949265554171432
1.0,bot1,49.9558064516129,2.7624780834045217,0.6623951603774982,0.296924048953154
1.0,bot2,49.998064516129034,2.723388109634564,0.25906415708714875,0.004516486022343891
1.5,bot1,48.68548387096774,3.739021118519015,0.8356413964957177,0.5613347030487813
1.5,bot2,48.70677419354839,3.6872350861648555,0.28151593687872833,0.005942097769546008
