[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1038108784
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:03:59][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
[SYS: 2025-02-15 17:04:00][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-448952912
