[SYS: 2025-02-16 00:23:35][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1687694112
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
[SYS: 2025-02-16 00:23:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-489030960
