Run,Player_Avg_Control,Player_Control_StdDev,Bot_Avg_Control,Bot_Control_StdDev,Player_Completion_Time,Bot_Completion_Time
1,0.3330291996542783,0.3375942910922308,0.2583137816020025,0.2507232620346934,51.12,51.12
2,0.2872641978666667,0.3045149770313684,0.2458315296488198,0.25343044889747424,55.56,55.56
3,0.23028881014150943,0.2560923622605187,0.2646114686998395,0.2481883003795199,49.82,49.82
4,0.4786527735459108,0.47100699872587065,0.2705173367609255,0.24759907033497164,49.77,49.77
5,0.27677280282536815,0.26202144013605094,0.27286923172730254,0.2549051623340555,48.8,48.8
