[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670525120
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=702354848
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670700656
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670696976
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670719600
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670719600
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670390848
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670719856
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670701312
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=671307648
[SYS: 2024-11-23 14:38:53][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670714496
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670390848
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670719856
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670701312
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=729955920
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=702354848
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=671307648
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=671057056
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670390848
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=668309792
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670714496
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670451968
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=671426928
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670535888
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=95751872
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=0
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670535888
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=674086224
[SYS: 2024-11-23 14:38:54][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=670877952
