[SYS: 2024-11-24 16:15:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=813530480
[SYS: 2024-11-24 16:15:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885144832
[SYS: 2024-11-24 16:15:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885144832
[SYS: 2024-11-24 16:15:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885144832
[SYS: 2024-11-24 16:15:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885144832
[SYS: 2024-11-24 16:15:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1885144832
[SYS: 2024-11-24 16:15:38][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=830811104
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=868817760
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=835382928
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=849643680
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=868628720
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=877942480
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=813586944
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=830811040
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=843155632
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=849663632
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=849771296
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=835516160
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=813586944
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=830811040
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=877942416
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=834277472
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=868699216
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=834277472
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=849963520
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=830811040
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=877942416
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=813795936
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=849109632
[SYS: 2024-11-24 16:15:39][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=833599920
