Times,Angle,Cur,Diff,Control
16:42:31,166.762131,184.0,-17.237869,0.861893
16:42:31,166.305786,184.0,-17.694214,0.453764
16:42:31,165.824677,184.0,-18.175323,0.466411
16:42:31,165.326141,183.0,-17.673859,0.42931
16:42:31,164.805908,183.0,-18.194092,0.467858
16:42:31,164.262436,182.0,-17.737564,0.432026
16:42:31,163.693756,181.0,-17.306244,0.421873
16:42:31,163.099075,180.0,-16.900925,0.41239
16:42:31,162.476578,179.0,-16.523422,0.403648
16:42:31,161.82489,178.0,-16.17511,0.39567
16:42:31,161.142761,176.0,-14.857239,0.338484
16:42:31,160.428848,175.0,-14.571152,0.357127
16:42:31,159.681732,173.0,-13.318268,0.301635
16:42:31,158.899323,171.0,-12.100677,0.272077
16:42:31,158.079849,169.0,-10.920151,0.243491
16:42:31,157.221451,167.0,-9.778549,0.215924
16:42:31,156.32132,165.0,-8.67868,0.18947
16:42:31,155.376968,163.0,-7.623032,0.164185
16:42:31,154.384598,161.0,-6.615402,0.140194
16:42:31,153.340561,159.0,-5.659439,0.117587
16:42:31,152.239502,157.0,-4.760498,0.096539
16:42:31,151.075912,155.0,-3.924088,0.077192
16:42:31,149.843033,153.0,-3.156967,0.059746
16:42:31,148.531876,152.0,-3.468124,0.094482
16:42:33,-75.678902,257.0,27.321106,1.452758
16:42:33,-74.477745,258.0,27.522247,0.693085
16:42:33,-73.277725,260.0,26.72229,0.648058
16:42:33,-72.089996,261.0,26.910004,0.677443
16:42:33,-97.594124,262.0,0.405884,0.652456
16:42:33,-97.331978,264.0,-1.33197,0.076746
16:42:33,-97.095352,265.0,-2.095337,0.071468
16:42:33,-96.885109,267.0,-3.885101,0.141872
16:42:33,-96.702194,269.0,-5.702209,0.187983
16:42:33,-96.547829,270.0,-6.547821,0.184836
16:42:33,-96.407425,271.0,-7.40741,0.206675
16:42:33,-96.281326,272.0,-8.281311,0.22888
16:42:33,-96.170181,273.0,-9.170166,0.251476
16:42:33,-96.074387,273.0,-9.074402,0.224466
16:42:33,-95.993721,273.0,-8.993713,0.222826
16:42:33,-95.926857,273.0,-8.926849,0.2215
16:42:33,-95.875038,273.0,-8.875031,0.22058
16:42:33,-95.836792,272.0,-7.836792,0.169964
16:42:33,-95.810356,272.0,-7.810364,0.194598
16:42:41,139.460678,22.0,117.460678,1.5
16:42:41,140.6866,22.0,118.6866,1.5
16:42:41,141.880981,22.0,119.880981,1.5
16:42:41,143.044098,22.0,121.044098,1.5
16:42:41,144.177338,23.0,121.177338,1.5
16:42:41,145.282104,24.0,121.282104,1.5
16:42:41,146.359665,26.0,120.359665,1.5
16:42:41,147.411423,27.0,120.411423,1.5
16:42:41,148.438522,29.0,119.438522,1.5
16:42:41,149.442154,31.0,118.442154,1.5
16:42:41,150.423477,33.0,117.423477,1.5
16:42:41,151.383423,35.0,116.383423,1.5
16:42:41,152.322906,38.0,114.322906,1.5
16:42:41,153.242691,41.0,112.242691,1.5
16:42:41,154.143265,43.0,111.143265,1.5
16:42:42,155.025055,46.0,109.025055,1.5
16:42:42,155.888382,49.0,106.888382,1.5
16:42:42,156.733292,52.0,104.733292,1.5
16:42:42,157.55983,55.0,102.55983,1.5
16:42:42,158.36792,58.0,100.36792,1.5
16:42:42,159.157379,61.0,98.157379,1.5
16:42:42,159.927948,64.0,95.927948,1.5
16:42:42,160.679291,67.0,93.679291,1.5
16:42:42,161.411072,70.0,91.411072,1.5
16:42:42,162.122818,73.0,89.122818,1.5
16:42:42,162.814087,76.0,86.814087,1.5
16:42:42,163.48436,78.0,85.48436,1.5
16:42:42,164.133224,81.0,83.133224,1.5
16:42:42,164.760315,84.0,80.760315,1.5
16:42:42,165.365112,86.0,79.365112,1.5
16:42:42,165.94722,89.0,76.94722,1.5
16:42:42,166.506256,91.0,75.506256,1.5
16:42:42,167.041779,94.0,73.041779,1.5
16:42:42,167.553391,96.0,71.553391,1.5
16:42:42,168.040604,98.0,70.040604,1.5
16:42:42,168.503433,101.0,67.503433,1.5
16:42:42,168.942566,103.0,65.942566,1.5
16:42:42,169.358597,105.0,64.358597,1.5
16:42:42,169.752121,107.0,62.752121,1.5
