Times,Angle,Cur,Diff,Control
00:37.84,166.762131,184.0,-17.237869,0.861893
00:37.85,166.305786,184.0,-17.694214,0.453764
00:37.87,165.824677,184.0,-18.175323,0.466411
00:37.88,165.326141,183.0,-17.673859,0.42931
00:37.90,164.805908,183.0,-18.194092,0.467858
00:37.92,164.262436,182.0,-17.737564,0.432026
00:37.93,163.693756,181.0,-17.306244,0.421873
00:37.95,163.099075,180.0,-16.900925,0.41239
00:37.96,162.476578,179.0,-16.523422,0.403648
00:37.98,161.82489,178.0,-16.17511,0.39567
00:38.00,161.142761,176.0,-14.857239,0.338484
00:38.01,160.428848,175.0,-14.571152,0.357127
00:38.03,159.681732,173.0,-13.318268,0.301635
00:38.04,158.899323,171.0,-12.100677,0.272077
00:38.06,158.079849,169.0,-10.920151,0.243491
00:38.08,157.221451,167.0,-9.778549,0.215924
00:38.09,156.32132,165.0,-8.67868,0.18947
00:38.11,155.376968,163.0,-7.623032,0.164185
00:38.12,154.384598,161.0,-6.615402,0.140194
00:38.14,153.340561,159.0,-5.659439,0.117587
00:38.16,152.239502,157.0,-4.760498,0.096539
00:38.17,151.075912,155.0,-3.924088,0.077192
00:38.19,149.843033,153.0,-3.156967,0.059746
00:38.20,148.531876,152.0,-3.468124,0.094482
00:39.50,-75.678902,257.0,27.321106,1.452758
00:39.52,-74.477745,258.0,27.522247,0.693085
00:39.53,-73.277725,260.0,26.72229,0.648058
00:39.55,-72.089996,261.0,26.910004,0.677443
00:39.56,-97.594124,262.0,0.405884,0.652456
00:39.58,-97.331978,264.0,-1.33197,0.076746
00:39.60,-97.095352,265.0,-2.095337,0.071468
00:39.61,-96.885109,267.0,-3.885101,0.141872
00:39.63,-96.702194,269.0,-5.702209,0.187983
00:39.64,-96.547829,270.0,-6.547821,0.184836
00:39.66,-96.407425,271.0,-7.40741,0.206675
00:39.68,-96.281326,272.0,-8.281311,0.22888
00:39.69,-96.170181,273.0,-9.170166,0.251476
00:39.71,-96.074387,273.0,-9.074402,0.224466
00:39.72,-95.993721,273.0,-8.993713,0.222826
00:39.74,-95.926857,273.0,-8.926849,0.2215
00:39.76,-95.875038,273.0,-8.875031,0.22058
00:39.77,-95.836792,272.0,-7.836792,0.169964
00:39.79,-95.810356,272.0,-7.810364,0.194598
00:47.80,139.460678,22.0,117.460678,1.5
00:47.82,140.6866,22.0,118.6866,1.5
00:47.84,141.880981,22.0,119.880981,1.5
00:47.85,143.044098,22.0,121.044098,1.5
00:47.87,144.177338,23.0,121.177338,1.5
00:47.88,145.282104,24.0,121.282104,1.5
00:47.90,146.359665,26.0,120.359665,1.5
00:47.92,147.411423,27.0,120.411423,1.5
00:47.93,148.438522,29.0,119.438522,1.5
00:47.95,149.442154,31.0,118.442154,1.5
00:47.96,150.423477,33.0,117.423477,1.5
00:47.98,151.383423,35.0,116.383423,1.5
00:48.00,152.322906,38.0,114.322906,1.5
00:48.01,153.242691,41.0,112.242691,1.5
00:48.03,154.143265,43.0,111.143265,1.5
00:48.04,155.025055,46.0,109.025055,1.5
00:48.06,155.888382,49.0,106.888382,1.5
00:48.08,156.733292,52.0,104.733292,1.5
00:48.09,157.55983,55.0,102.55983,1.5
00:48.11,158.36792,58.0,100.36792,1.5
00:48.12,159.157379,61.0,98.157379,1.5
00:48.14,159.927948,64.0,95.927948,1.5
00:48.16,160.679291,67.0,93.679291,1.5
00:48.17,161.411072,70.0,91.411072,1.5
00:48.19,162.122818,73.0,89.122818,1.5
00:48.20,162.814087,76.0,86.814087,1.5
00:48.22,163.48436,78.0,85.48436,1.5
00:48.24,164.133224,81.0,83.133224,1.5
00:48.25,164.760315,84.0,80.760315,1.5
00:48.27,165.365112,86.0,79.365112,1.5
00:48.28,165.94722,89.0,76.94722,1.5
00:48.30,166.506256,91.0,75.506256,1.5
00:48.32,167.041779,94.0,73.041779,1.5
00:48.33,167.553391,96.0,71.553391,1.5
00:48.35,168.040604,98.0,70.040604,1.5
00:48.36,168.503433,101.0,67.503433,1.5
00:48.38,168.942566,103.0,65.942566,1.5
00:48.40,169.358597,105.0,64.358597,1.5
00:48.41,169.752121,107.0,62.752121,1.5
00:48.43,170.123962,109.0,61.123962,1.487395
00:48.44,170.47493,111.0,59.47493,1.445647
00:48.46,170.80603,113.0,57.80603,1.403428
00:48.48,171.119049,114.0,57.119049,1.410802
00:48.49,171.415176,116.0,55.415176,1.342783
00:48.51,171.695923,118.0,53.695923,1.299417
00:48.52,171.962173,119.0,52.962173,1.305711
00:48.54,172.215302,121.0,51.215302,1.236711
00:48.56,172.456512,122.0,50.456512,1.242443
00:48.57,172.685867,124.0,48.685867,1.172881
00:48.59,172.904587,125.0,47.904587,1.178083
00:48.60,173.113129,127.0,46.113129,1.108042
00:48.62,173.312592,128.0,45.312592,1.112801
00:48.64,173.503311,130.0,43.503311,1.042351
00:48.65,173.68605,131.0,42.68605,1.04672
00:48.67,173.861053,132.0,41.861053,1.025901
00:48.68,174.029083,133.0,41.029083,1.004928
00:48.70,174.190262,135.0,39.190262,0.933786
00:48.72,174.345245,136.0,38.345245,0.937506
00:48.73,174.494095,137.0,37.494095,0.916074
00:48.75,174.637375,138.0,36.637375,0.894516
00:48.76,174.77507,139.0,35.77507,0.872819
00:48.78,174.907196,140.0,34.907196,0.850983
00:48.80,175.034515,141.0,34.034515,0.829046
00:48.81,175.156784,142.0,33.156784,0.806976
00:48.83,175.274216,143.0,32.274216,0.784791
00:48.84,175.387283,144.0,31.387283,0.762509
00:48.86,175.495865,145.0,30.495865,0.740111
00:48.88,175.600006,146.0,29.600006,0.717604
00:48.89,175.700439,147.0,28.700439,0.695022
00:48.91,175.796921,148.0,27.796921,0.672335
00:48.92,175.889313,148.0,27.889313,0.699543
00:48.94,175.978287,149.0,26.978287,0.651682
00:48.96,176.063736,150.0,26.063736,0.62873
00:48.97,176.145706,151.0,25.145706,0.605692
00:48.99,176.223999,151.0,25.223999,0.632557
00:49.00,176.299377,152.0,24.299377,0.584369
00:49.02,176.371704,153.0,23.371704,0.561101
00:49.04,176.440872,154.0,22.440872,0.537751
00:49.05,176.506836,154.0,22.506836,0.56432
00:49.07,176.570145,155.0,21.570145,0.515836
00:49.08,176.630859,155.0,21.630859,0.542289
00:49.10,176.688828,156.0,20.688828,0.49367
00:49.12,176.744049,157.0,19.744049,0.469982
00:49.13,176.796478,157.0,19.796478,0.496223
00:49.15,176.846802,158.0,18.846802,0.447428
00:49.16,176.894958,158.0,18.894958,0.473578
00:49.18,176.940933,159.0,17.940933,0.424673
00:49.20,176.984451,159.0,17.984451,0.450699
00:49.21,177.025635,160.0,17.025635,0.40167
00:49.23,177.065231,160.0,17.065231,0.427621
00:49.24,177.102478,161.0,16.102478,0.378493
00:49.26,177.138046,161.0,16.138046,0.40434
00:49.28,177.171753,162.0,15.171753,0.355136
00:49.29,177.20372,162.0,15.20372,0.380892
00:49.31,177.233627,162.0,15.233627,0.381588
00:49.32,177.262695,163.0,14.262695,0.332294
00:49.34,177.289413,163.0,14.289413,0.357903
00:49.36,177.314148,164.0,13.314148,0.308472
00:49.37,177.337753,164.0,13.337753,0.334034
00:49.39,177.360245,164.0,13.360245,0.334568
00:49.40,177.381226,165.0,12.381226,0.285055
00:49.42,177.400757,165.0,12.400757,0.310507
00:49.44,177.419159,166.0,11.419159,0.260939
00:49.45,177.436691,166.0,11.436691,0.286356
00:49.47,177.452866,166.0,11.452866,0.286726
00:49.48,177.46843,167.0,10.46843,0.2371
00:49.50,177.482819,167.0,10.482819,0.26243
00:49.52,177.496658,167.0,10.496658,0.262762
00:49.53,177.509506,167.0,10.509506,0.263059
00:49.55,177.521378,168.0,9.521378,0.213331
