Times,Angle,Cur,Diff,Control
00:13.44,-16.523787,343.0,0.476227,0.023811
00:13.45,-16.316305,345.0,-1.316315,0.077721
00:22.91,176.146576,179.0,-2.853424,0.109763
00:22.92,176.116928,179.0,-2.883072,0.072818
00:22.94,176.087372,179.0,-2.912628,0.073555
00:22.96,176.057831,179.0,-2.942169,0.074293
00:22.97,176.028244,180.0,-3.971756,0.125034
00:22.99,175.998535,180.0,-4.001465,0.100779
00:23.00,175.968689,180.0,-4.031311,0.101529
00:23.02,175.939911,180.0,-4.060089,0.102222
00:23.04,175.912155,180.0,-4.087845,0.10289
00:23.05,175.885406,179.0,-3.114594,0.053534
00:23.07,175.859711,179.0,-3.140289,0.07915
00:23.08,175.835205,178.0,-2.164795,0.029733
00:23.10,175.811829,178.0,-2.188171,0.055289
00:23.12,175.78978,177.0,-1.21022,0.005807
00:23.13,175.769241,176.0,-0.230759,0.018718
00:23.15,175.750443,175.0,0.750443,0.043291
00:23.16,175.733566,174.0,1.733566,0.067917
00:23.18,175.718918,173.0,2.718918,0.092607
00:23.20,175.706696,172.0,3.706696,0.117362
00:23.21,175.697235,171.0,4.697235,0.142194
00:23.23,175.690765,170.0,5.690765,0.167107
00:24.76,165.857849,175.0,-9.142151,0.599377
00:24.78,165.433578,175.0,-9.566422,0.249767
00:24.80,164.996948,175.0,-10.003052,0.260992
00:24.81,164.554489,175.0,-10.445511,0.272199
00:24.83,164.103134,174.0,-9.896866,0.233706
00:24.84,163.642242,174.0,-10.357758,0.270466
00:24.86,163.171234,173.0,-9.828766,0.232494
00:24.88,162.68956,172.0,-9.31044,0.219803
00:24.89,162.196655,171.0,-8.803345,0.207406
00:24.91,161.69165,170.0,-8.30835,0.195334
00:24.92,161.174026,169.0,-7.825974,0.18359
00:24.94,160.643387,168.0,-7.356613,0.172181
00:24.96,160.099228,167.0,-6.900772,0.161123
00:24.97,159.541031,166.0,-6.458969,0.150429
00:24.99,158.968369,164.0,-5.031631,0.090107
00:25.00,158.380066,163.0,-4.619934,0.105206
00:25.02,157.775345,162.0,-4.224655,0.095734
00:25.04,157.152878,160.0,-2.847122,0.03674
00:25.05,156.512283,159.0,-2.487717,0.053208
00:28.22,-16.880299,343.0,0.11969,0.068177
00:28.24,-16.824837,343.0,0.175171,0.005766
00:28.25,-16.771809,343.0,0.22818,0.00703
00:29.60,23.105148,10.0,13.105148,0.649553
00:29.61,23.930738,13.0,10.930738,0.218908
00:29.63,24.75099,15.0,9.75099,0.214281
00:29.64,25.562054,17.0,8.562054,0.184328
00:29.66,26.365885,20.0,6.365885,0.104243
00:29.68,27.160177,22.0,5.160177,0.098862
00:29.69,27.942877,24.0,3.942877,0.068139
00:29.71,28.712784,26.0,2.712784,0.037067
00:29.72,29.468607,28.0,1.468607,0.005611
00:29.74,30.208742,30.0,0.208742,0.026278
00:29.76,30.932394,31.0,-0.067606,0.008599
00:29.77,31.638716,33.0,-1.361284,0.066374
00:29.79,32.327221,34.0,-1.672779,0.049607
00:29.80,32.997356,36.0,-3.002644,0.108313
00:29.82,33.648418,37.0,-3.351582,0.092513
00:49.32,144.654175,151.0,-6.345825,0.233502
00:49.34,144.605865,151.0,-6.394135,0.161061
00:49.36,144.553253,151.0,-6.446747,0.162484
00:49.37,144.500931,151.0,-6.499069,0.163785
00:49.39,144.44812,151.0,-6.55188,0.165117
00:49.40,144.39505,150.0,-5.60495,0.116451
00:49.42,144.341995,150.0,-5.658005,0.142776
00:49.44,144.289383,149.0,-4.710617,0.094081
00:49.45,144.052429,148.0,-3.947571,0.079613
00:49.47,143.894333,145.0,-1.105667,0.043406
00:49.48,143.770493,143.0,0.770493,0.066166
00:49.50,143.659943,140.0,3.659943,0.163735
00:49.52,143.558807,137.0,6.558807,0.236442
00:49.53,143.464325,134.0,9.464325,0.309246
00:49.55,143.375031,131.0,12.375031,0.382143
00:49.56,143.290359,128.0,15.290359,0.455142
00:49.58,143.210602,125.0,18.210602,0.528271
00:49.60,143.125824,122.0,21.125824,0.601026
00:49.61,143.044952,120.0,23.044952,0.624102
00:49.63,142.969604,117.0,25.969604,0.722356
00:49.64,142.899139,115.0,27.899139,0.745717
00:49.66,142.85144,113.0,29.85144,0.795094
00:49.68,142.82547,113.0,29.82547,0.744987
00:49.69,142.80899,112.0,30.80899,0.794813
00:49.71,142.797241,112.0,30.797241,0.769637
00:49.72,142.787827,112.0,30.787827,0.76946
00:49.74,142.779739,112.0,30.779739,0.769291
00:49.76,142.772385,112.0,30.772385,0.769126
00:49.77,142.765442,112.0,30.765442,0.768963
00:49.79,142.758957,112.0,30.758957,0.768812
00:49.80,142.752609,112.0,30.752609,0.768657
00:49.82,142.746353,112.0,30.746353,0.768502
00:49.84,142.740311,112.0,30.740311,0.768357
00:49.85,142.734421,111.0,31.734421,0.818213
00:49.87,142.728607,111.0,31.728607,0.79307
00:49.88,142.722931,111.0,31.722931,0.792931
00:49.90,142.717316,111.0,31.717316,0.792793
00:49.92,142.711792,111.0,31.711792,0.792657
00:49.93,142.706314,111.0,31.706314,0.792521
00:49.95,142.700928,111.0,31.700928,0.792389
00:49.96,142.695694,111.0,31.695694,0.792262
00:49.98,142.69046,111.0,31.69046,0.792131
00:50.00,142.685394,111.0,31.685394,0.792008
00:50.01,142.68045,111.0,31.68045,0.791888
00:50.03,142.675552,111.0,31.675552,0.791766
00:50.04,142.6707,111.0,31.6707,0.791646
00:50.06,142.66597,110.0,32.66597,0.841531
00:50.08,142.661346,110.0,32.661346,0.816418
00:50.09,142.656754,110.0,32.656754,0.816304
00:50.11,142.652344,110.0,32.652344,0.816198
00:50.12,142.647964,110.0,32.647964,0.81609
00:50.14,142.6436,110.0,32.6436,0.815981
00:50.16,142.639343,110.0,32.639343,0.815877
00:50.17,142.635132,110.0,32.635132,0.815773
00:50.19,142.631058,110.0,32.631058,0.815675
00:50.20,142.627075,110.0,32.627075,0.815577
00:50.22,142.623062,110.0,32.623062,0.815476
00:50.24,142.619095,110.0,32.619095,0.815378
00:50.25,142.615295,110.0,32.615295,0.815287
00:50.27,142.611572,110.0,32.611572,0.815196
00:50.28,142.607864,110.0,32.607864,0.815104
00:50.30,142.604294,110.0,32.604294,0.815018
00:50.32,142.600723,110.0,32.600723,0.814929
00:50.33,142.597229,110.0,32.597229,0.814843
00:50.35,142.593765,110.0,32.593765,0.814758
00:50.36,142.590378,109.0,33.590378,0.864675
00:50.38,142.587097,109.0,33.587097,0.839595
00:50.40,142.583847,109.0,33.583847,0.839515
00:50.41,142.580719,109.0,33.580719,0.83944
00:50.43,142.577621,109.0,33.577621,0.839363
00:50.44,142.574631,109.0,33.574631,0.839291
00:50.46,142.571671,109.0,33.571671,0.839218
00:50.48,142.568802,109.0,33.568802,0.839148
00:50.49,142.565964,109.0,33.565964,0.839078
00:50.51,142.563126,109.0,33.563126,0.839007
00:50.52,142.56044,109.0,33.56044,0.838944
00:50.54,142.557755,109.0,33.557755,0.838877
00:50.56,142.555084,109.0,33.555084,0.83881
00:50.57,142.552551,109.0,33.552551,0.83875
00:50.59,142.550003,109.0,33.550003,0.838686
00:50.60,142.547562,109.0,33.547562,0.838628
00:50.62,142.54512,109.0,33.54512,0.838567
00:50.64,142.542679,109.0,33.542679,0.838506
00:50.65,142.540359,109.0,33.540359,0.838451
00:50.67,142.538055,109.0,33.538055,0.838394
00:50.68,142.535736,109.0,33.535736,0.838335
00:50.70,142.533539,109.0,33.533539,0.838284
00:50.72,142.531403,109.0,33.531403,0.838232
00:50.73,142.529251,109.0,33.529251,0.838178
00:50.75,142.527191,109.0,33.527191,0.838128
00:50.76,142.525162,109.0,33.525162,0.838078
00:50.78,142.523087,109.0,33.523087,0.838025
00:50.80,142.521088,108.0,34.521088,0.887977
00:50.81,142.51918,108.0,34.51918,0.862932
00:50.83,142.517258,108.0,34.517258,0.862883
00:50.84,142.515381,108.0,34.515381,0.862838
00:50.86,142.513535,108.0,34.513535,0.862792
00:50.88,142.51178,108.0,34.51178,0.862751
00:50.89,142.51001,108.0,34.51001,0.862706
00:50.91,142.508255,108.0,34.508255,0.862662
00:50.92,142.506561,108.0,34.506561,0.862622
00:50.94,142.504913,108.0,34.504913,0.862582
00:50.96,142.503326,108.0,34.503326,0.862543
00:50.97,142.50177,108.0,34.50177,0.862505
00:50.99,142.500214,108.0,34.500214,0.862466
00:51.00,142.498703,108.0,34.498703,0.86243
00:51.02,142.497192,108.0,34.497192,0.862392
00:51.04,142.495682,108.0,34.495682,0.862354
00:51.05,142.494186,108.0,34.494186,0.862317
00:51.07,142.492752,108.0,34.492752,0.862283
00:51.08,142.491364,108.0,34.491364,0.862249
00:51.10,142.490036,108.0,34.490036,0.862218
00:51.12,142.488724,108.0,34.488724,0.862185
00:51.13,142.487396,108.0,34.487396,0.862152
00:51.15,142.486084,108.0,34.486084,0.862119
00:51.16,142.484818,108.0,34.484818,0.862089
00:51.18,142.483627,108.0,34.483627,0.862061
00:51.20,142.482407,108.0,34.482407,0.86203
00:51.21,142.481201,108.0,34.481201,0.862
00:51.23,142.480026,108.0,34.480026,0.861971
00:51.24,142.478851,108.0,34.478851,0.861942
00:51.26,142.477722,108.0,34.477722,0.861915
00:51.28,142.476624,108.0,34.476624,0.861888
00:51.29,142.475632,108.0,34.475632,0.861866
00:51.31,142.474564,108.0,34.474564,0.861837
00:51.32,142.473526,108.0,34.473526,0.861812
00:51.34,142.472504,108.0,34.472504,0.861787
00:51.36,142.471466,108.0,34.471466,0.861761
00:51.37,142.470474,108.0,34.470474,0.861737
