Times,Angle,Cur,Diff,Control
16:52:20,83.11528,57.0,26.11528,1.305764
16:52:20,84.911133,59.0,25.911133,0.642675
16:52:20,86.733543,61.0,25.733543,0.638899
16:52:20,88.581238,63.0,25.581238,0.635723
16:52:20,90.45285,65.0,25.45285,0.633112
16:52:20,92.346535,67.0,25.346535,0.631005
16:52:20,94.260536,69.0,25.260536,0.629363
16:52:20,96.192871,71.0,25.192871,0.62813
16:52:20,98.141418,73.0,25.141418,0.627249
16:52:20,100.104095,75.0,25.104095,0.626669
16:52:20,102.078705,77.0,25.078705,0.626333
16:52:20,104.063148,79.0,25.063148,0.62619
16:52:20,106.055519,81.0,25.055519,0.626197
16:52:20,108.05439,83.0,25.05439,0.626332
16:52:20,110.058678,84.0,26.058678,0.676574
16:52:20,112.06739,86.0,26.06739,0.651903
16:52:20,114.0802,88.0,26.0802,0.652325
16:52:20,116.096542,89.0,27.096542,0.702822
16:52:20,118.116188,91.0,27.116188,0.678396
16:52:36,155.027451,142.0,13.027451,0.026532
16:52:36,155.272415,143.0,12.272415,0.287934
16:52:36,155.518936,144.0,11.518936,0.269136
16:52:36,155.76619,145.0,10.76619,0.250336
16:52:37,171.27272,185.0,-13.72728,0.955519
16:52:37,171.113937,183.0,-11.886063,0.251121
16:52:37,170.959412,181.0,-10.040588,0.204878
16:52:37,170.809952,179.0,-8.190048,0.158488
16:52:37,170.662399,178.0,-7.337601,0.162129
16:52:37,170.517517,176.0,-5.482483,0.090684
16:52:37,170.375946,175.0,-4.624054,0.094141
16:52:37,170.238098,174.0,-3.761902,0.072494
16:52:37,170.104492,173.0,-2.895508,0.050728
16:52:37,169.975342,172.0,-2.024658,0.028845
16:52:38,169.850937,172.0,-2.149063,0.056837
16:52:38,169.7314,171.0,-1.2686,0.009703
16:52:38,169.616776,170.0,-0.383224,0.012554
16:52:38,169.507095,170.0,-0.492905,0.015065
16:52:38,169.402267,170.0,-0.597733,0.017564
16:52:38,169.302139,169.0,0.302139,0.03005
16:52:38,169.206573,169.0,0.206573,0.002775
