Times,Angle,Cur,Diff,Control
00:36.60,168.983887,196.0,-27.016113,0.628863
00:36.62,168.847305,195.0,-26.152695,0.632232
00:36.64,168.712952,193.0,-24.287048,0.560535
00:36.65,168.581116,192.0,-23.418884,0.563768
00:36.67,168.452133,190.0,-21.547867,0.491921
00:36.68,168.326324,189.0,-20.673676,0.494987
00:36.70,168.203888,187.0,-18.796112,0.422964
00:36.72,168.083817,185.0,-16.916183,0.375906
00:36.73,167.969208,184.0,-16.030792,0.378635
00:36.75,167.859528,182.0,-14.140472,0.306254
00:36.76,167.751617,181.0,-13.248383,0.308907
00:36.78,167.645966,179.0,-11.354034,0.236492
00:36.80,167.542816,178.0,-10.457184,0.239008
00:36.81,167.442413,177.0,-9.557587,0.21645
00:36.83,167.344864,177.0,-9.655136,0.243817
00:36.84,167.25029,176.0,-8.74971,0.196107
00:36.86,167.158646,175.0,-7.841354,0.173325
00:36.88,167.069931,175.0,-7.930069,0.20047
00:36.89,166.984085,174.0,-7.015915,0.152544
00:36.91,166.901016,174.0,-7.098984,0.179551
00:36.92,166.820602,174.0,-7.179398,0.181495
00:36.94,166.742645,173.0,-6.257355,0.133383
00:36.96,166.666962,173.0,-6.333038,0.160218
00:36.97,166.59343,173.0,-6.40657,0.162003
00:36.99,166.521759,173.0,-6.478241,0.163748
00:37.00,166.451767,173.0,-6.548233,0.165456
00:37.02,166.383224,173.0,-6.616776,0.167133
00:37.04,166.322464,173.0,-6.677536,0.168457
00:37.05,166.263138,173.0,-6.736862,0.169905
00:37.07,166.205124,173.0,-6.794876,0.171322
00:37.08,166.148178,173.0,-6.851822,0.172719
00:37.10,166.092773,173.0,-6.907227,0.174066
00:37.12,166.038208,173.0,-6.961792,0.175409
00:37.13,165.984421,173.0,-7.015579,0.176734
00:37.15,165.931122,173.0,-7.068878,0.178054
00:37.16,165.878265,173.0,-7.121735,0.179365
00:37.18,165.825653,173.0,-7.174347,0.180674
00:37.20,165.773163,173.0,-7.226837,0.181983
00:37.21,165.720734,173.0,-7.279266,0.183292
00:37.23,165.668243,173.0,-7.331757,0.184606
00:37.24,165.615601,173.0,-7.384399,0.185926
00:37.26,165.562744,173.0,-7.437256,0.187253
00:37.28,165.509552,173.0,-7.490448,0.188591
00:37.29,165.456039,174.0,-8.543961,0.239937
00:37.31,165.402023,174.0,-8.597977,0.2163
00:37.32,165.347488,174.0,-8.652512,0.217676
00:37.34,165.29245,174.0,-8.70755,0.219065
00:37.36,165.236771,174.0,-8.763229,0.220473
00:37.37,165.180405,174.0,-8.819595,0.221899
00:37.39,165.123962,174.0,-8.876038,0.223312
00:37.40,165.067886,174.0,-8.932114,0.224705
00:37.42,165.012466,173.0,-7.987534,0.176074
00:37.44,164.95813,173.0,-8.04187,0.202405
00:37.45,164.905136,173.0,-8.094864,0.203696
00:37.47,164.853775,172.0,-7.146225,0.15494
00:37.48,164.804413,172.0,-7.195587,0.181124
00:37.50,164.757324,171.0,-6.242676,0.132244
00:37.52,164.712891,170.0,-5.287109,0.108289
00:37.53,164.671417,169.0,-4.328583,0.084251
00:37.55,164.63327,169.0,-4.36673,0.110122
00:37.56,164.598892,168.0,-3.401108,0.060887
00:37.58,164.568619,166.0,-1.431381,0.013459
00:37.60,164.542847,165.0,-0.457153,0.012927
00:37.61,164.522049,164.0,0.522049,0.037531
00:37.63,164.506577,163.0,1.506577,0.062278
00:37.64,164.496887,161.0,3.496887,0.13718
00:37.66,164.493393,160.0,4.493393,0.137247
00:37.68,164.496384,159.0,5.496384,0.162484
00:37.69,164.506317,157.0,7.506317,0.237906
00:37.71,164.523544,156.0,8.523544,0.238519
00:37.72,164.548416,154.0,10.548416,0.314332
00:37.74,164.58342,153.0,11.58342,0.315461
00:37.76,164.627243,151.0,13.627243,0.391777
00:37.77,164.681122,150.0,14.681122,0.393375
00:37.79,164.744232,148.0,16.744232,0.470184
00:37.80,164.817551,147.0,17.817551,0.472272
00:37.82,164.901581,145.0,19.901581,0.54964
00:37.84,164.996689,144.0,20.996689,0.552295
00:37.85,165.103271,142.0,23.103271,0.630246
00:37.87,165.22171,141.0,24.22171,0.633504
00:37.88,165.349121,139.0,26.349121,0.711913
00:37.90,165.48613,138.0,27.48613,0.715578
00:37.92,165.633118,137.0,28.633118,0.744503
00:37.93,165.790466,136.0,29.790466,0.773695
00:37.95,165.95842,135.0,30.95842,0.803159
00:37.96,166.137085,134.0,32.137085,0.832894
00:37.98,166.32663,134.0,32.32663,0.812904
00:38.00,166.527679,133.0,33.527679,0.868218
00:38.01,166.740204,133.0,33.740204,0.848818
00:38.03,166.964127,133.0,33.964127,0.854701
00:43.36,-110.571312,272.0,-22.57132,1.5
00:43.37,-111.121658,272.0,-23.121643,0.591799
00:43.39,-111.715385,272.0,-23.715393,0.607729
00:43.40,-112.353226,271.0,-23.35321,0.574776
00:43.42,-113.036499,271.0,-24.036499,0.617995
00:43.44,-113.767021,271.0,-24.767029,0.637439
00:43.45,-114.547165,270.0,-24.54718,0.608183
00:43.47,-115.379631,270.0,-25.379639,0.655302
00:43.48,-115.260941,271.0,-26.260925,0.678555
00:43.50,-115.191933,272.0,-27.191925,0.703073
00:43.52,-115.129066,273.0,-28.129059,0.726655
00:43.53,-115.074959,274.0,-29.074951,0.750521
00:43.55,-115.029015,275.0,-30.029022,0.774577
00:43.56,-114.990738,276.0,-30.990723,0.798811
00:43.58,-114.962486,277.0,-31.962494,0.823357
00:43.60,-114.94342,277.0,-31.94342,0.798109
00:43.61,-114.93293,278.0,-32.932922,0.848061
00:43.63,-114.931908,279.0,-33.931915,0.873273
00:43.64,-114.87159,279.0,-33.871582,0.845281
00:43.66,-114.819435,280.0,-34.819427,0.894182
00:43.68,-114.778114,281.0,-35.778107,0.91842
00:43.69,-114.730759,281.0,-35.730774,0.892086
00:43.71,-114.68486,282.0,-36.684875,0.940974
00:43.72,-114.648216,282.0,-36.648224,0.915289
00:43.74,-114.60434,283.0,-37.60434,0.964011
00:43.76,-114.561859,283.0,-37.561859,0.937984
00:43.77,-114.528824,284.0,-38.528809,0.987394
00:43.79,-114.491135,284.0,-38.49115,0.961337
00:43.80,-114.452568,285.0,-39.452576,1.01035
00:43.82,-114.414207,285.0,-39.414215,0.984396
00:43.84,-114.376244,286.0,-40.376251,1.033457
00:43.85,-114.350113,286.0,-40.350098,1.008099
00:43.87,-114.338188,286.0,-40.338196,1.008157
00:43.88,-114.332054,286.0,-40.332062,1.008148
00:43.90,-114.32914,286.0,-40.329132,1.008155
00:43.92,-114.331543,286.0,-40.331543,1.008349
00:43.93,-114.331543,286.0,-40.331543,1.008289
00:43.95,-114.330902,286.0,-40.330902,1.008257
00:43.96,-114.330635,286.0,-40.330627,1.008259
00:43.98,-114.330536,286.0,-40.330536,1.008261
00:44.00,-114.333946,286.0,-40.333954,1.008434
00:44.01,-114.333946,286.0,-40.333954,1.008349
00:44.03,-114.330795,286.0,-40.330811,1.008192
00:44.04,-114.330795,286.0,-40.330811,1.00827
00:44.06,-114.334404,286.0,-40.334412,1.00845
00:44.08,-114.334404,286.0,-40.334412,1.00836
00:44.09,-114.330528,286.0,-40.330536,1.008167
00:44.11,-114.330528,286.0,-40.330536,1.008263
00:44.12,-114.333626,286.0,-40.333618,1.008417
00:44.14,-114.333626,286.0,-40.333618,1.00834
00:44.16,-114.331291,286.0,-40.331299,1.008225
00:44.17,-114.331291,286.0,-40.331299,1.008283
00:44.19,-114.332832,286.0,-40.332825,1.008359
00:44.20,-114.332832,286.0,-40.332825,1.008321
00:44.22,-114.332832,286.0,-40.332825,1.008321
00:44.24,-114.32991,286.0,-40.329895,1.008174
00:44.25,-114.32991,286.0,-40.329895,1.008247
00:44.27,-114.331192,286.0,-40.331177,1.008312
00:44.28,-114.331192,286.0,-40.331177,1.008279
00:44.30,-114.331192,286.0,-40.331177,1.008279
00:44.32,-114.331192,286.0,-40.331177,1.008279
00:44.33,-114.331192,286.0,-40.331177,1.008279
00:44.35,-114.328239,285.0,-39.328247,0.958133
00:44.36,-114.325287,285.0,-39.325287,0.983058
00:44.38,-114.324066,285.0,-39.324066,0.983071
00:44.40,-114.324066,285.0,-39.324066,0.983102
00:44.41,-114.326248,285.0,-39.326233,0.98321
00:44.43,-114.32634,285.0,-39.326355,0.983162
00:44.44,-114.326385,285.0,-39.326385,0.98316
00:44.46,-114.326401,285.0,-39.326416,0.983161
00:44.48,-114.326401,285.0,-39.326416,0.98316
00:44.49,-114.326401,285.0,-39.326416,0.98316
00:44.51,-114.326401,285.0,-39.326416,0.98316
00:44.52,-114.32917,285.0,-39.329163,0.983298
00:44.54,-114.318161,285.0,-39.318176,0.98268
00:44.56,-114.295319,285.0,-39.295319,0.981812
00:44.57,-114.261192,285.0,-39.2612,0.980677
00:44.59,-114.216324,285.0,-39.216309,0.979285
00:44.60,-114.160973,285.0,-39.16098,0.977641
00:44.62,-114.095345,285.0,-39.095337,0.975742
00:44.64,-114.019745,285.0,-39.019745,0.973604
00:44.65,-113.934418,285.0,-38.934418,0.971227
00:44.67,-113.839653,285.0,-38.839661,0.968623
00:44.68,-113.735779,285.0,-38.735779,0.965797
00:44.70,-113.623047,285.0,-38.623047,0.962758
00:44.72,-113.501762,285.0,-38.50177,0.959512
00:44.73,-113.372246,285.0,-38.372253,0.956068
00:44.75,-113.234756,285.0,-38.234741,0.952431
00:44.76,-113.089897,285.0,-38.089905,0.948627
00:44.78,-112.937645,285.0,-37.937653,0.944635
00:44.80,-112.778358,285.0,-37.778351,0.940476
00:44.81,-112.61235,285.0,-37.612366,0.93616
00:44.83,-112.439949,285.0,-37.439941,0.931688
00:44.84,-112.261398,285.0,-37.261414,0.927072
00:44.86,-112.076469,285.0,-37.076477,0.922289
00:44.88,-111.885414,285.0,-36.885406,0.917358
00:44.89,-111.688591,285.0,-36.688599,0.912295
00:44.91,-111.486389,285.0,-36.486389,0.907104
00:44.92,-111.278992,285.0,-36.278992,0.90179
00:44.94,-111.066521,285.0,-36.066528,0.896352
00:44.96,-110.849213,285.0,-35.849213,0.890797
00:44.97,-110.627205,285.0,-35.627197,0.88513
00:44.99,-110.40081,285.0,-35.400818,0.879361
00:45.00,-110.170311,285.0,-35.170319,0.873496
00:45.02,-109.93586,284.0,-33.935852,0.817535
00:45.04,-109.697678,284.0,-33.697693,0.836488
00:45.05,-109.456039,284.0,-33.456055,0.83036
00:45.07,-109.21109,284.0,-33.21109,0.824153
00:45.08,-108.962982,284.0,-32.962982,0.817872
00:45.10,-108.711952,284.0,-32.711945,0.811523
00:45.12,-108.460175,284.0,-32.460175,0.80521
00:45.13,-108.209,284.0,-32.208984,0.798945
00:45.15,-107.959,285.0,-32.958984,0.842725
00:45.16,-107.710487,285.0,-32.71048,0.811549
00:45.18,-107.463333,285.0,-32.463318,0.805404
00:45.20,-107.217194,285.0,-32.217194,0.799277
00:45.21,-106.971664,286.0,-32.97168,0.843154
00:45.23,-106.726151,286.0,-32.726135,0.812015
00:45.24,-106.48024,287.0,-33.480225,0.855858
00:45.26,-106.233276,287.0,-33.233276,0.824658
00:45.28,-105.984657,288.0,-33.98465,0.868401
00:45.29,-105.733826,289.0,-34.733826,0.887075
00:45.31,-105.480347,290.0,-35.480347,0.905672
00:45.32,-105.223572,290.0,-35.223572,0.87417
00:45.34,-104.963028,291.0,-35.963013,0.917561
00:45.36,-104.698357,292.0,-36.698364,0.935843
00:45.37,-104.429237,293.0,-37.42923,0.954002
00:45.39,-104.155334,294.0,-38.155334,0.972036
00:45.40,-103.876244,295.0,-38.876251,0.989929
00:45.42,-103.591728,296.0,-39.591736,1.007681
00:47.55,-112.406242,352.0,-104.40625,1.5
00:47.56,-112.948387,352.0,-104.948395,1.5
00:47.58,-112.802917,353.0,-105.802917,1.5
00:47.60,-112.865829,352.0,-104.865845,1.5
00:47.61,-112.965363,352.0,-104.965363,1.5
00:47.63,-113.051315,351.0,-104.051331,1.5
00:47.64,-113.133507,349.0,-102.133514,1.5
00:47.66,-113.199234,347.0,-100.199219,1.5
00:47.68,-113.256416,345.0,-98.256409,1.5
00:47.69,-113.311218,342.0,-95.311218,1.5
00:47.71,-113.374657,340.0,-93.374664,1.5
00:47.72,-113.437355,337.0,-90.437347,1.5
00:47.74,-113.506233,334.0,-87.506226,1.5
00:47.76,-113.589325,331.0,-84.589325,1.5
00:47.77,-113.680939,328.0,-81.680939,1.5
00:47.79,-113.780685,325.0,-78.780701,1.5
00:47.80,-113.871552,323.0,-76.871552,1.5
00:47.82,-113.952599,322.0,-75.952606,1.5
00:47.84,-114.025528,322.0,-76.025513,1.5
00:47.85,-114.017471,322.0,-76.017456,1.5
00:47.87,-114.022285,322.0,-76.022278,1.5
00:47.88,-114.025871,322.0,-76.025879,1.5
00:47.90,-114.028679,322.0,-76.028687,1.5
00:47.92,-114.031082,322.0,-76.031067,1.5
00:47.93,-114.030121,322.0,-76.030121,1.5
00:47.95,-114.028114,322.0,-76.028107,1.5
00:47.96,-114.026367,322.0,-76.026367,1.5
00:47.98,-114.024651,321.0,-75.024658,1.5
00:48.00,-114.022926,322.0,-76.022919,1.5
00:48.01,-114.022926,322.0,-76.022919,1.5
00:48.03,-114.021469,321.0,-75.021484,1.5
00:48.04,-114.020233,321.0,-75.020233,1.5
00:48.06,-114.019295,321.0,-75.019287,1.5
00:48.08,-114.018562,321.0,-75.018555,1.5
00:48.09,-114.017998,322.0,-76.018005,1.5
00:48.11,-114.017998,322.0,-76.018005,1.5
00:48.12,-114.017998,322.0,-76.018005,1.5
00:48.14,-114.017998,322.0,-76.018005,1.5
00:48.16,-114.019264,321.0,-75.019257,1.5
00:48.17,-114.019737,321.0,-75.019745,1.5
00:48.19,-114.020119,321.0,-75.020111,1.5
00:48.20,-114.020119,321.0,-75.020111,1.5
00:48.22,-114.020119,321.0,-75.020111,1.5
00:48.24,-114.020119,321.0,-75.020111,1.5
00:48.25,-114.020256,321.0,-75.020264,1.5
00:48.27,-114.019836,321.0,-75.019836,1.5
00:48.28,-114.019836,321.0,-75.019836,1.5
00:48.30,-114.019836,321.0,-75.019836,1.5
00:48.32,-114.019836,321.0,-75.019836,1.5
00:48.33,-114.021034,321.0,-75.021027,1.5
00:48.35,-114.021576,321.0,-75.021576,1.5
00:48.36,-114.021576,321.0,-75.021576,1.5
00:48.38,-114.021576,321.0,-75.021576,1.5
00:48.40,-114.021576,321.0,-75.021576,1.5
00:48.41,-114.020729,320.0,-74.020721,1.5
00:48.43,-114.020729,320.0,-74.020721,1.5
00:48.44,-114.020058,321.0,-75.02005,1.5
00:48.46,-114.020088,321.0,-75.020081,1.5
00:48.48,-114.020088,321.0,-75.020081,1.5
00:48.49,-114.020264,320.0,-74.020264,1.5
00:48.51,-114.020325,321.0,-75.020325,1.5
00:48.52,-114.020325,321.0,-75.020325,1.5
00:48.54,-114.00946,320.0,-74.00946,1.5
00:48.56,-113.988579,320.0,-73.988586,1.5
00:48.57,-113.957993,320.0,-73.958008,1.5
00:48.59,-113.918045,320.0,-73.91803,1.5
00:48.60,-113.869019,321.0,-74.869019,1.5
00:48.62,-113.811035,321.0,-74.811035,1.5
00:48.64,-113.744324,321.0,-74.744324,1.5
00:48.65,-113.668938,321.0,-74.668945,1.5
00:48.67,-113.585236,321.0,-74.585236,1.5
00:48.68,-113.493294,321.0,-74.493286,1.5
00:48.70,-113.393318,322.0,-75.393311,1.5
00:48.72,-113.285477,322.0,-75.285461,1.5
00:48.73,-113.169807,322.0,-75.1698,1.5
00:48.75,-113.046478,322.0,-75.046478,1.5
00:48.76,-112.91568,323.0,-75.91568,1.5
00:48.78,-112.77758,323.0,-75.777588,1.5
00:48.80,-112.632362,323.0,-75.632355,1.5
00:48.81,-112.480026,324.0,-76.480042,1.5
00:48.83,-112.32048,324.0,-76.320496,1.5
00:48.84,-112.151649,325.0,-77.151642,1.5
00:48.86,-111.974434,325.0,-76.974426,1.5
00:48.88,-111.789345,325.0,-76.789337,1.5
00:48.89,-111.596657,325.0,-76.596649,1.5
00:48.91,-111.396614,325.0,-76.396606,1.5
00:48.92,-111.189438,325.0,-76.189453,1.5
00:48.94,-110.975174,325.0,-75.975159,1.5
00:51.58,-112.493538,294.0,-46.49353,0.425298
00:51.60,-112.46991,294.0,-46.46991,1.161157
00:51.61,-112.429672,295.0,-47.429688,1.209737
00:51.63,-112.394608,295.0,-47.394592,1.183987
00:51.64,-112.374084,296.0,-48.374084,1.233839
00:51.66,-112.351387,297.0,-49.351379,1.258217
00:51.68,-112.331429,298.0,-50.331421,1.282787
00:51.69,-112.326691,300.0,-52.326691,1.358049
00:51.71,-112.333374,301.0,-53.333374,1.358501
00:51.72,-112.306374,302.0,-54.306366,1.381984
00:51.74,-112.29818,303.0,-55.298187,1.40725
00:51.76,-112.302238,304.0,-56.302246,1.432658
00:51.77,-112.31752,306.0,-58.317505,1.5
00:51.79,-112.34333,307.0,-59.343323,1.5
00:51.80,-112.312103,308.0,-60.312103,1.5
00:51.82,-112.304558,309.0,-61.304565,1.5
00:51.84,-112.309532,310.0,-62.30954,1.5
00:51.85,-112.326073,312.0,-64.32608,1.5
00:51.87,-112.354622,313.0,-65.354614,1.5
00:51.88,-112.394737,314.0,-66.394745,1.5
00:51.90,-112.446075,315.0,-67.446075,1.5
00:51.92,-112.508041,317.0,-69.508057,1.5
00:51.93,-112.472786,318.0,-70.472778,1.5
00:51.95,-112.371948,319.0,-71.371948,1.5
00:51.96,-112.302216,320.0,-72.302216,1.5
00:51.98,-112.239746,321.0,-73.239746,1.5
00:52.00,-112.207123,321.0,-73.207123,1.5
00:52.01,-112.191071,321.0,-73.191071,1.5
00:52.03,-112.183174,321.0,-73.183167,1.5
00:52.04,-112.18045,321.0,-73.18045,1.5
00:52.06,-112.179565,321.0,-73.179565,1.5
00:52.08,-112.17955,321.0,-73.179565,1.5
00:52.09,-112.179062,321.0,-73.179077,1.5
00:52.11,-112.178169,321.0,-73.178162,1.5
00:52.12,-112.178169,321.0,-73.178162,1.5
00:52.14,-112.178169,321.0,-73.178162,1.5
00:52.16,-112.176109,321.0,-73.176117,1.5
00:52.17,-112.174461,321.0,-73.174469,1.5
00:52.19,-112.174461,321.0,-73.174469,1.5
00:52.20,-112.174461,321.0,-73.174469,1.5
00:52.22,-112.174179,321.0,-73.174194,1.5
00:52.24,-112.174179,321.0,-73.174194,1.5
00:52.25,-112.174179,321.0,-73.174194,1.5
00:52.27,-112.18322,321.0,-73.183228,1.5
00:52.28,-112.191963,321.0,-73.191956,1.5
00:52.30,-112.194565,321.0,-73.19458,1.5
00:52.32,-112.195839,321.0,-73.195831,1.5
00:52.33,-112.199005,321.0,-73.199005,1.5
00:52.35,-112.22139,321.0,-73.221375,1.5
00:52.36,-112.220474,321.0,-73.220459,1.5
00:52.38,-112.221497,321.0,-73.221497,1.5
00:52.40,-112.222427,321.0,-73.222412,1.5
00:52.41,-112.214188,321.0,-73.214172,1.5
00:52.43,-112.200722,321.0,-73.200714,1.5
00:52.44,-112.189758,321.0,-73.189758,1.5
00:52.46,-112.178963,321.0,-73.178955,1.5
00:52.48,-112.168457,321.0,-73.168457,1.5
00:52.49,-112.158081,321.0,-73.158081,1.5
00:52.51,-112.147949,321.0,-73.147949,1.5
00:52.52,-112.137962,321.0,-73.13797,1.5
00:52.54,-112.130379,321.0,-73.130371,1.5
00:52.56,-112.124443,321.0,-73.124451,1.5
00:52.57,-112.119904,321.0,-73.119904,1.5
00:52.59,-112.116501,321.0,-73.116516,1.5
00:52.60,-112.1138,321.0,-73.1138,1.5
00:52.62,-112.111748,321.0,-73.111755,1.5
00:52.64,-112.111748,321.0,-73.111755,1.5
00:52.65,-112.111748,321.0,-73.111755,1.5
00:52.67,-112.111748,321.0,-73.111755,1.5
00:52.68,-112.115089,321.0,-73.115082,1.5
00:52.70,-112.117012,321.0,-73.117004,1.5
00:52.72,-112.117012,321.0,-73.117004,1.5
00:52.73,-112.117012,321.0,-73.117004,1.5
00:52.75,-112.116837,320.0,-72.116821,1.5
00:52.76,-112.116837,320.0,-72.116821,1.5
00:52.78,-112.115578,321.0,-73.11557,1.5
00:52.80,-112.11515,321.0,-73.115143,1.5
00:52.81,-112.114937,321.0,-73.114929,1.5
00:52.83,-112.114937,321.0,-73.114929,1.5
00:52.84,-112.114937,321.0,-73.114929,1.5
00:52.86,-112.115669,320.0,-72.115662,1.5
00:52.88,-112.115669,320.0,-72.115662,1.5
00:52.89,-112.114555,321.0,-73.114563,1.5
00:52.91,-112.114258,321.0,-73.114258,1.5
00:52.92,-112.114174,321.0,-73.114166,1.5
00:52.94,-112.114174,321.0,-73.114166,1.5
00:52.96,-112.114174,321.0,-73.114166,1.5
00:52.97,-112.114883,320.0,-72.114868,1.5
00:52.99,-112.114883,320.0,-72.114868,1.5
00:53.00,-112.113693,321.0,-73.113708,1.5
00:53.02,-112.113373,321.0,-73.113373,1.5
00:53.04,-112.101913,321.0,-73.101929,1.5
00:53.05,-112.07933,321.0,-73.079346,1.5
00:53.07,-112.045929,321.0,-73.045929,1.5
00:53.08,-112.001823,321.0,-73.001831,1.5
00:53.10,-111.947197,321.0,-72.947205,1.5
00:53.12,-111.882301,321.0,-72.882294,1.5
00:53.13,-111.807312,321.0,-72.807312,1.5
00:53.15,-111.722412,321.0,-72.722412,1.5
00:53.16,-111.627953,321.0,-72.62796,1.5
00:53.18,-111.524025,321.0,-72.524017,1.5
00:53.20,-111.410606,321.0,-72.410614,1.5
00:53.21,-111.287743,321.0,-72.28775,1.5
00:53.23,-111.155785,321.0,-72.155792,1.5
00:53.24,-111.014999,320.0,-71.015015,1.5
00:53.26,-110.865356,320.0,-70.865356,1.5
00:53.28,-110.707184,320.0,-70.707184,1.5
00:53.29,-110.541016,320.0,-70.541016,1.5
00:53.31,-110.36676,319.0,-69.36676,1.5
00:53.32,-110.184792,319.0,-69.184784,1.5
00:53.34,-109.995384,319.0,-68.995392,1.5
00:53.36,-109.798714,319.0,-68.798706,1.5
00:53.37,-109.59494,318.0,-67.59494,1.5
00:53.39,-109.383827,318.0,-67.38382,1.5
00:53.40,-109.165833,317.0,-66.165833,1.5
00:53.42,-108.941147,317.0,-65.941162,1.5
00:53.44,-108.70977,316.0,-64.709778,1.5
01:04.57,64.035812,78.0,-13.964188,0.919535
