Times,Angle,Cur,Diff,Control
00:07.39,173.124161,187.0,-13.875839,0.693792
00:07.40,173.033676,187.0,-13.966324,0.35142
00:07.42,172.941177,187.0,-14.058823,0.353783
00:07.44,172.85025,187.0,-14.14975,0.356017
00:07.45,172.759827,187.0,-14.240173,0.358265
00:07.47,172.670029,186.0,-13.329971,0.310494
00:07.48,172.581039,185.0,-12.418961,0.287699
00:07.50,172.493118,184.0,-11.506882,0.26487
00:07.52,172.406601,183.0,-10.593399,0.241998
00:07.53,172.321625,182.0,-9.678375,0.219084
00:07.55,172.238617,181.0,-8.761383,0.19611
00:07.56,172.157944,180.0,-7.842056,0.173068
00:07.58,172.079941,178.0,-5.920059,0.099952
00:07.60,172.005112,177.0,-4.994888,0.101743
00:07.61,171.933884,176.0,-4.066116,0.078434
00:07.63,171.866364,174.0,-2.133636,0.005029
00:07.64,171.803223,173.0,-1.196777,0.006498
00:07.66,171.744736,172.0,-0.255264,0.017156
00:07.68,171.691345,170.0,1.691345,0.090949
00:07.69,171.643494,169.0,2.643494,0.089891
00:07.71,171.601578,168.0,3.601578,0.113992
00:07.72,171.566025,167.0,4.566025,0.138262
00:07.74,171.537186,165.0,6.537186,0.212709
00:07.76,171.511047,164.0,7.511047,0.212123
00:07.77,171.488129,164.0,7.488129,0.18663
00:07.79,171.468216,164.0,7.468216,0.186208
00:07.80,171.451324,163.0,8.451324,0.235861
00:07.82,171.437347,164.0,7.437347,0.160584
00:07.84,171.425919,164.0,7.425919,0.185362
00:07.85,171.416382,165.0,6.416382,0.135171
00:07.87,171.408859,165.0,6.408859,0.160033
00:07.88,171.402512,166.0,5.402512,0.109904
00:07.90,171.396942,167.0,4.396942,0.084784
00:08.38,167.746933,194.0,-26.253067,1.422577
00:08.40,167.444473,194.0,-26.555527,0.67145
00:08.41,167.128387,194.0,-26.871613,0.679692
00:08.43,166.808853,194.0,-27.191147,0.687767
00:08.44,166.481522,193.0,-26.518478,0.646145
00:08.46,166.146606,192.0,-25.853394,0.629708
00:08.48,165.80452,191.0,-25.19548,0.613439
00:08.49,165.45578,190.0,-24.54422,0.597324
00:08.51,165.100754,188.0,-22.899246,0.531357
00:08.52,164.74028,187.0,-22.25972,0.540505
00:08.54,164.374817,185.0,-20.625183,0.474766
00:08.56,164.00499,183.0,-18.99501,0.434121
00:08.57,163.631943,181.0,-17.368057,0.393528
00:08.59,163.256561,179.0,-15.743439,0.352971
00:08.60,162.880096,177.0,-14.119904,0.312409
00:08.62,162.503571,175.0,-12.496429,0.271824
00:08.64,162.128021,173.0,-10.871979,0.231188
00:08.65,161.754944,170.0,-8.245056,0.140453
00:08.67,161.385437,168.0,-6.614563,0.124602
00:08.68,161.020569,166.0,-4.979431,0.083607
00:08.70,160.661377,164.0,-3.338623,0.042445
00:08.72,160.309341,162.0,-1.690659,0.001067
00:08.73,159.965454,160.0,-0.034546,0.040539
00:08.75,159.631226,158.0,1.631226,0.082425
00:08.76,159.308029,157.0,2.308029,0.074621
00:08.78,158.996964,155.0,3.996964,0.142147
00:08.80,158.702087,153.0,5.702087,0.18518
00:08.81,158.424515,152.0,6.424515,0.178674
00:08.83,158.15593,151.0,7.15593,0.197184
00:08.84,157.896347,150.0,7.896347,0.215919
00:08.86,157.646011,150.0,7.646011,0.184892
00:08.88,157.404877,149.0,8.404877,0.229094
00:08.89,157.172363,149.0,8.172363,0.198496
00:08.91,156.947769,150.0,6.947769,0.143079
00:08.92,156.729843,150.0,6.729843,0.162798
00:34.32,90.055878,51.0,39.055878,1.5
00:34.33,93.285934,53.0,40.285934,1.0379
00:34.35,96.560051,55.0,41.560051,1.070854
00:34.36,99.852882,57.0,42.852882,1.103643
00:34.38,103.152344,60.0,43.152344,1.086295
00:34.40,106.442261,62.0,44.442261,1.143304
00:34.41,109.706184,64.0,45.706184,1.174253
00:34.43,112.929451,66.0,46.929451,1.203818
00:34.44,116.097351,68.0,48.097351,1.231631
00:34.46,119.196609,70.0,49.196609,1.257397
00:34.48,121.681023,72.0,49.681023,1.254136
00:34.49,124.25872,74.0,50.25872,1.270911
00:34.51,126.831253,76.0,50.831253,1.285095
00:34.52,129.377213,78.0,51.377213,1.298079
00:34.54,131.867447,80.0,51.867447,1.308942
00:34.56,134.297836,82.0,52.297836,1.318206
00:34.57,136.66481,84.0,52.66481,1.325795
00:34.80,125.972084,102.0,23.972084,0.118016
00:34.81,126.710472,103.0,23.710472,0.586222
00:34.83,127.433174,105.0,22.433174,0.528897
00:34.84,128.144455,106.0,22.144455,0.546393
00:34.86,128.838898,108.0,20.838898,0.488333
00:34.88,129.517349,109.0,20.517349,0.504895
00:34.89,130.179932,111.0,19.179932,0.446063
00:34.91,130.827667,112.0,18.827667,0.461885
00:34.92,131.46019,114.0,17.46019,0.402318
00:34.94,132.078583,115.0,17.078583,0.417424
00:34.96,132.68309,116.0,16.68309,0.40719
00:34.97,133.274826,118.0,15.274826,0.346664
00:41.56,-76.020485,238.0,45.979523,1.5
00:41.58,-72.69426,240.0,47.305725,1.215798
00:41.60,-69.385941,242.0,48.614075,1.248061
00:41.61,-66.122337,244.0,49.877655,1.278531
00:41.63,-62.914906,246.0,51.085083,1.307313
00:41.64,-59.777294,248.0,52.222717,1.334009
00:41.66,-56.720711,250.0,53.279297,1.358397
00:41.68,-53.754929,252.0,54.245056,1.38027
00:41.90,-22.611433,272.0,65.38858,1.5
00:41.92,-20.957272,273.0,66.042725,1.5
00:41.93,-19.353077,274.0,66.646912,1.5
00:41.95,-17.806694,275.0,67.193298,1.5
00:41.96,-16.31476,276.0,67.685242,1.5
00:41.98,-14.874185,277.0,68.125824,1.5
00:42.00,-13.482047,278.0,68.517944,1.5
00:42.01,-12.135732,279.0,68.864258,1.5
00:42.03,-10.832767,280.0,69.167236,1.5
00:42.04,-9.570769,281.0,69.42923,1.5
00:42.06,-8.347745,282.0,69.652252,1.5
00:42.08,-7.16176,284.0,68.838226,1.5
00:42.09,-6.011192,285.0,68.9888,1.5
00:42.11,-4.894676,286.0,69.105316,1.5
00:42.12,-3.811179,288.0,68.188812,1.5
00:42.14,-2.759758,290.0,67.240234,1.5
00:42.16,-1.739434,291.0,67.260559,1.5
00:42.17,-0.748343,293.0,66.251648,1.5
00:42.19,0.215708,295.0,65.215698,1.5
00:42.20,1.154646,297.0,64.154633,1.5
00:42.22,2.070082,299.0,63.070068,1.5
00:42.24,2.963412,301.0,61.963409,1.5
00:42.25,3.835785,303.0,60.835785,1.492704
00:42.27,4.688037,305.0,59.688049,1.463508
00:42.28,5.520708,308.0,57.520721,1.383835
00:42.30,6.334757,310.0,56.334747,1.378719
00:42.32,7.130137,313.0,54.130127,1.298138
00:42.33,7.907305,315.0,52.907318,1.292113
00:42.35,8.665721,318.0,50.66571,1.210603
00:42.36,9.406211,321.0,48.406219,1.153668
00:42.38,10.127783,324.0,46.127777,1.096233
00:42.40,10.830898,327.0,43.830902,1.038351
00:42.41,11.515464,330.0,41.515472,0.980001
00:42.43,12.181642,334.0,38.181641,0.871195
00:42.44,12.828309,337.0,35.828308,0.836874
00:42.46,13.454801,340.0,33.454803,0.777032
00:42.48,14.061657,344.0,30.061646,0.666712
00:42.49,14.647197,347.0,27.647186,0.630818
00:42.51,15.210503,351.0,24.21051,0.519346
00:42.52,15.751572,354.0,21.751587,0.482317
00:42.54,16.269619,358.0,18.269623,0.369691
00:42.56,16.763433,1.0,15.763433,0.331431
00:42.57,17.23181,5.0,12.23181,0.217505
00:42.59,17.673651,8.0,9.673651,0.177887
00:42.60,18.087793,12.0,6.087793,0.062548
00:44.38,-77.411118,298.0,-15.411133,0.922751
00:44.40,-77.640732,296.0,-13.640747,0.296759
00:44.41,-77.859085,294.0,-11.85907,0.251935
00:44.43,-78.063202,292.0,-10.063202,0.206683
00:44.44,-78.256737,290.0,-8.256744,0.161257
00:44.46,-78.438965,288.0,-6.438965,0.11553
00:44.48,-78.609627,286.0,-4.609619,0.069507
00:44.49,-78.768509,284.0,-2.768494,0.023184
00:44.51,-78.91497,283.0,-1.914978,0.026537
00:44.52,-79.04882,281.0,-0.048828,0.045433
00:44.54,-79.169449,279.0,1.830566,0.092749
00:44.56,-79.27623,277.0,3.723755,0.140424
00:44.57,-79.368645,276.0,4.631348,0.138474
00:44.59,-79.44619,274.0,6.553802,0.211906
00:44.60,-79.516754,273.0,7.483246,0.210317
00:44.62,-79.579338,272.0,8.420654,0.233952
00:44.64,-79.776474,270.0,10.223511,0.300659
00:44.65,-79.912567,268.0,12.087433,0.348784
00:44.67,-80.03196,265.0,14.968048,0.446217
00:44.68,-80.147713,263.0,16.852295,0.468414
00:44.70,-80.256683,260.0,19.743317,0.565858
00:44.72,-80.359894,257.0,22.640106,0.638422
00:44.73,-80.455215,255.0,24.5448,0.661237
00:44.75,-80.543015,252.0,27.45697,0.759229
00:44.76,-80.625198,250.0,29.374817,0.782317
00:44.78,-80.680313,249.0,30.319702,0.781615
00:44.80,-80.710907,248.0,31.289093,0.806462
00:44.81,-80.729309,248.0,31.270691,0.781307
00:44.83,-80.742493,248.0,31.257507,0.781108
00:44.84,-80.753014,248.0,31.246979,0.780911
00:44.86,-80.762016,248.0,31.237976,0.780724
00:44.88,-80.770172,248.0,31.229828,0.780542
00:44.89,-80.777779,247.0,32.222229,0.830366
00:44.91,-80.785065,247.0,32.214935,0.805191
00:44.92,-80.792122,247.0,32.207886,0.805021
00:44.94,-80.799011,247.0,32.200989,0.804852
00:44.96,-80.805817,247.0,32.194183,0.804684
00:44.97,-80.812424,247.0,32.187561,0.804523
00:44.99,-80.818901,247.0,32.181091,0.804366
00:45.00,-80.825249,247.0,32.174744,0.80421
00:45.02,-80.830193,247.0,32.1698,0.804121
00:45.04,-80.833885,247.0,32.166107,0.80406
00:45.05,-80.83667,247.0,32.16333,0.804014
00:45.07,-80.83902,247.0,32.16098,0.803966
00:45.08,-80.840622,247.0,32.159363,0.803944
00:45.10,-80.841911,247.0,32.158081,0.80392
00:45.12,-80.842918,247.0,32.157074,0.803902
00:45.13,-80.843582,247.0,32.156433,0.803895
00:45.15,-80.844276,247.0,32.155731,0.803876
00:45.16,-80.844276,247.0,32.155731,0.803893
00:45.18,-80.844276,247.0,32.155731,0.803893
00:45.20,-80.844276,247.0,32.155731,0.803893
00:45.21,-80.842758,247.0,32.157227,0.803968
00:45.23,-80.841827,247.0,32.158173,0.803978
00:45.24,-80.841827,247.0,32.158173,0.803954
00:45.26,-80.842453,247.0,32.157532,0.803922
00:45.28,-80.842453,247.0,32.157532,0.803938
00:45.29,-80.840973,247.0,32.159027,0.804013
00:45.31,-80.840546,247.0,32.159454,0.803997
00:45.32,-80.840546,247.0,32.159454,0.803986
00:45.34,-80.841469,247.0,32.158539,0.803941
00:45.36,-80.841469,247.0,32.158539,0.803963
00:45.37,-80.839905,247.0,32.160095,0.804041
00:45.39,-80.839905,247.0,32.160095,0.804002
00:45.40,-80.842064,247.0,32.157928,0.803894
00:45.42,-80.842468,247.0,32.157532,0.803928
00:45.44,-80.842468,247.0,32.157532,0.803938
00:45.45,-80.842468,247.0,32.157532,0.803938
00:45.47,-80.841995,246.0,33.15802,0.853963
00:45.48,-80.841995,246.0,33.15802,0.828951
00:45.50,-80.841064,247.0,32.158936,0.778996
00:45.52,-80.841064,247.0,32.158936,0.803973
00:45.53,-80.847717,246.0,33.152283,0.853641
