Times,Angle,Cur,Diff,Control
00:13.10,-29.015514,281.0,49.984497,1.5
00:13.12,-28.520897,279.0,52.479095,1.374342
00:13.13,-28.007021,277.0,54.992981,1.437672
00:13.15,-27.473673,276.0,56.526337,1.451492
00:13.16,-26.920719,274.0,59.079285,1.5
00:13.18,-26.348288,272.0,61.651703,1.5
00:13.20,-25.757713,270.0,64.242279,1.5
00:13.21,-25.14872,269.0,65.851288,1.5
00:14.43,48.309998,6.0,42.309998,0.469218
00:14.44,9.93691,6.0,3.93691,0.860904
00:14.46,10.00364,6.0,4.00364,0.101759
00:14.48,10.068581,6.0,4.068581,0.103338
00:14.49,10.132028,6.0,4.132028,0.104887
00:14.51,10.194262,6.0,4.194262,0.106412
00:14.52,10.255538,6.0,4.255538,0.10792
00:14.54,10.316103,6.0,4.316103,0.109417
00:14.56,10.376178,6.0,4.376178,0.110906
00:14.57,10.435984,6.0,4.435984,0.112395
00:14.59,10.495639,5.0,5.495639,0.163882
00:14.60,10.555356,5.0,5.555356,0.140377
00:14.62,10.615319,5.0,5.615319,0.141882
00:14.64,10.675711,5.0,5.675711,0.143403
00:14.65,10.736797,5.0,5.736797,0.144947
00:14.67,10.798762,5.0,5.798762,0.146518
00:14.68,10.861782,5.0,5.861782,0.14812
00:14.70,10.926028,5.0,5.926028,0.149757
00:14.72,10.991665,5.0,5.991665,0.151433
00:14.73,11.058866,5.0,6.058866,0.153152
00:14.75,11.127788,4.0,7.127788,0.204918
00:14.76,11.198598,4.0,7.198598,0.181735
00:14.78,11.271452,4.0,7.271452,0.183608
00:14.80,11.346624,4.0,7.346624,0.185545
00:14.81,11.424264,4.0,7.424264,0.187548
00:14.83,11.504532,4.0,7.504532,0.18962
00:14.84,11.587599,4.0,7.587599,0.191767
00:14.86,11.673644,4.0,7.673644,0.193992
00:14.88,11.762839,4.0,7.762839,0.196301
00:14.89,11.855374,3.0,8.855374,0.248698
00:14.91,11.951437,3.0,8.951437,0.226187
00:14.92,12.051228,3.0,9.051228,0.228775
00:14.94,12.154957,3.0,9.154957,0.231467
00:14.96,12.262842,3.0,9.262842,0.234268
00:14.97,12.37511,3.0,9.37511,0.237184
00:14.99,12.492,3.0,9.492,0.240222
00:15.00,12.61377,3.0,9.61377,0.243389
00:15.02,12.74068,3.0,9.74068,0.24669
00:15.04,12.873014,3.0,9.873014,0.250134
00:15.05,13.011069,2.0,11.011069,0.303728
00:15.07,13.155168,2.0,11.155168,0.282482
00:15.08,13.305643,2.0,11.305643,0.286403
00:15.10,13.462853,2.0,11.462853,0.290502
00:15.12,13.627184,2.0,11.627184,0.294788
00:15.13,13.799041,2.0,11.799041,0.299272
00:15.15,13.97886,2.0,11.97886,0.303967
00:15.16,14.166975,2.0,12.166975,0.308877
00:15.18,14.363899,2.0,12.363899,0.314021
00:15.20,14.570177,2.0,12.570177,0.319411
00:15.21,14.786389,2.0,12.786389,0.325065
00:15.23,15.013167,1.0,14.013167,0.380999
00:15.24,15.251181,1.0,14.251181,0.36223
00:19.50,88.851295,60.0,28.851295,1.086285
00:19.52,91.879257,62.0,29.879257,0.77268
00:19.53,94.980423,64.0,30.980423,0.80204
00:19.55,98.145401,66.0,32.145401,0.832759
00:19.56,101.362877,68.0,33.362877,0.864509
00:19.58,104.620682,70.0,34.620682,0.896962
00:19.60,107.90493,72.0,35.90493,0.929729
00:19.61,111.201332,74.0,37.201332,0.962443
00:19.63,114.495453,76.0,38.495453,0.994739
00:19.64,117.772758,78.0,39.772758,1.026252
00:19.66,121.019257,80.0,41.019257,1.056644
00:19.68,124.22226,81.0,43.22226,1.135632
00:19.69,127.369896,83.0,44.369896,1.137938
00:20.04,131.7267,106.0,25.7267,0.177088
00:20.06,132.547363,107.0,25.547363,0.634201
00:20.08,133.363358,107.0,26.363358,0.679484
00:20.09,134.177017,108.0,26.177017,0.649767
00:20.11,134.991302,108.0,26.991302,0.69514
00:20.12,135.809525,108.0,27.809525,0.715694
00:20.14,136.635147,108.0,28.635147,0.736519
00:20.16,137.471329,108.0,29.471329,0.757688
00:20.17,138.321518,108.0,30.321518,0.779293
00:20.19,139.189255,108.0,31.189255,0.801425
00:20.20,140.077911,108.0,32.077911,0.824164
00:20.22,140.990982,108.0,32.990982,0.847601
00:20.24,141.932083,107.0,34.932083,0.92183
00:28.40,-18.525017,349.0,-7.525024,1.249553
00:28.41,-18.535282,349.0,-7.535278,0.188638
00:28.43,-17.929855,348.0,-5.929871,0.108112
00:28.44,-17.475647,347.0,-4.475647,0.075536
00:28.46,-17.053087,346.0,-3.053101,0.040764
00:28.48,-16.658531,345.0,-1.658539,0.006599
00:34.11,110.904839,61.0,49.904839,1.5
00:34.12,115.290474,63.0,52.290474,1.366903
00:34.14,119.619011,65.0,54.619011,1.423689
00:34.44,134.305161,96.0,38.305161,0.549783
00:34.46,135.646591,97.0,38.646591,0.974701
00:34.48,136.963776,98.0,38.963776,0.982024
00:34.49,138.257309,99.0,39.257309,0.988771
00:34.51,139.527695,100.0,39.527695,0.994952
00:34.52,140.775589,101.0,39.775589,1.000587
00:34.54,142.001724,102.0,40.001724,1.005697
00:34.56,143.206696,103.0,40.206696,1.010292
00:34.57,144.391327,104.0,40.391327,1.014399
00:34.59,145.556183,105.0,40.556183,1.018026
00:34.60,146.701797,107.0,39.701797,0.971185
00:34.62,147.828827,108.0,39.828827,0.998896
00:34.64,148.937881,109.0,39.937881,1.001173
00:34.65,150.029327,110.0,40.029327,1.003019
00:34.67,151.103531,111.0,40.103531,1.004443
00:34.68,152.161392,112.0,40.161392,1.005481
00:34.70,153.215988,113.0,40.215988,1.006765
00:34.72,154.268646,114.0,40.268646,1.008033
00:34.73,155.321411,115.0,40.321411,1.009354
00:34.75,156.376617,116.0,40.376617,1.010796
00:34.76,157.436584,116.0,41.436584,1.062414
00:34.78,158.503967,116.0,42.503967,1.089284
00:34.80,159.581116,117.0,42.581116,1.066457
00:34.81,160.670731,117.0,43.670731,1.119009
00:34.83,161.775421,117.0,44.775421,1.147003
00:34.84,162.897736,117.0,45.897736,1.175501
00:34.86,164.040192,117.0,47.040192,1.204566
00:34.88,165.205353,117.0,48.205353,1.234263
00:34.89,166.395676,117.0,49.395676,1.26465
00:34.91,167.613525,117.0,50.613525,1.295784
00:34.92,168.861267,117.0,51.861267,1.327725
00:34.94,170.141159,117.0,53.141159,1.360526
00:34.96,171.455338,117.0,54.455338,1.394238
00:34.97,172.805695,117.0,55.805695,1.428901
00:34.99,174.194107,116.0,58.194107,1.5
