Times,Angle,Cur,Diff,Control
16:48:04,-45.624355,267.0,47.375641,1.5
16:48:04,-44.150505,268.0,47.849487,1.208083
16:48:04,-42.710793,270.0,47.289215,1.168224
16:48:04,-41.304684,271.0,47.695312,1.202535
16:48:04,-39.93153,273.0,47.068481,1.161041
16:48:04,-38.590519,274.0,47.409485,1.193762
16:48:04,-37.280846,275.0,47.719147,1.20072
16:48:04,-36.001736,276.0,47.99826,1.206934
16:48:04,-34.752262,278.0,47.247742,1.162431
16:48:04,-33.531418,279.0,47.468567,1.192235
16:48:04,-32.338322,280.0,47.661682,1.19637
16:48:04,-31.172014,281.0,47.827972,1.199857
16:48:04,-30.031513,282.0,47.968475,1.202725
16:48:04,-28.915916,283.0,48.084076,1.204992
16:48:04,-27.824152,284.0,48.175842,1.20669
16:48:04,-26.755386,285.0,48.244629,1.207835
16:48:04,-25.708763,286.0,48.291229,1.208446
16:48:04,-24.683495,287.0,48.316498,1.208544
16:48:05,-23.678619,288.0,48.321381,1.208157
16:48:05,-22.693436,290.0,47.30658,1.157295
16:48:05,-21.7272,291.0,47.272797,1.180975
16:48:05,-20.779409,292.0,47.220581,1.179209
16:48:05,-19.849192,293.0,47.150818,1.177026
16:48:05,-18.935211,294.0,47.064789,1.174469
16:48:05,-18.036142,295.0,46.963867,1.171574
16:48:05,-17.150366,297.0,45.84964,1.118385
16:48:05,-16.276358,298.0,45.723633,1.139941
16:48:05,-15.412735,299.0,45.58728,1.136273
16:48:05,-14.558254,300.0,45.441742,1.132405
16:48:05,-13.702458,301.0,45.297546,1.128834
16:48:05,-12.844493,302.0,45.155518,1.125337
16:48:05,-11.983102,303.0,45.016907,1.121957
16:48:05,-11.117011,303.0,45.882996,1.168727
16:48:05,-10.244864,304.0,45.755127,1.140682
16:48:05,-9.365227,304.0,46.634766,1.18786
16:48:05,-8.476615,305.0,46.523376,1.1603
16:48:05,-7.57878,305.0,47.421234,1.207977
16:48:05,-6.671284,305.0,48.328705,1.230904
16:48:05,-5.753544,306.0,48.24646,1.204105
16:48:05,-26.486601,306.0,27.513397,0.169508
16:48:05,-26.13195,306.0,27.868042,0.705567
16:48:05,-25.775463,306.0,28.224548,0.714526
16:48:05,-25.416601,306.0,28.583405,0.723557
16:48:05,-25.054741,306.0,28.945251,0.732678
16:48:05,-24.68919,306.0,29.310822,0.74191
16:48:05,-24.319387,306.0,29.680603,0.75126
16:48:05,-23.944687,306.0,30.055298,0.76075
16:48:05,-23.564461,306.0,30.435547,0.770395
16:48:05,-23.178099,306.0,30.821899,0.780206
16:48:05,-22.784889,306.0,31.215118,0.790208
16:48:05,-22.384268,306.0,31.615723,0.800408
16:48:05,-21.975641,306.0,32.024353,0.810825
16:48:05,-21.558321,306.0,32.441681,0.821475
16:48:05,-21.131636,306.0,32.868378,0.832377
16:48:05,-20.695017,306.0,33.304993,0.84354
16:48:05,-20.247776,306.0,33.752228,0.854987
16:48:05,-19.789339,306.0,34.210663,0.866727
16:48:05,-19.319885,306.0,34.680115,0.878739
16:48:05,-18.839569,306.0,35.160431,0.891019
16:48:05,-18.348425,306.0,35.651581,0.903568
16:48:05,-17.846455,306.0,36.153534,0.916387
16:48:05,-17.333595,306.0,36.666412,0.929482
16:48:05,-16.810152,307.0,36.18985,0.892832
16:48:05,-16.276176,307.0,36.723816,0.931445
16:48:05,-15.731747,308.0,36.26825,0.895317
16:48:06,-2.412651,343.0,14.587341,0.177339
16:48:06,-1.806667,344.0,14.193329,0.344983
16:48:06,-1.205008,346.0,12.794983,0.284916
16:48:06,-0.608941,348.0,11.391052,0.249678
