[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467700880
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1669777760
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1669777760
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1669777760
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1669777760
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1669777760
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1445979040
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1445701440
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:36][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1446837504
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1445889744
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1450355856
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448553840
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514432
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448400752
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514304
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1447286560
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467226384
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514304
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514304
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1467514304
[SYS: 2024-11-19 15:08:37][GAME: 00:00.00] isOffTrack check: left=0, right=0, total=-1448400752
